id,conversation_id,lang,text,created_at,author_id,retweet_count,reply_count,like_count,quote_count,en_text,polarity,subjectivity
1.551936032580436e+18,1.551936032580436e+18,id,"Regulasi ini diterapkan Indonesia @kemkominfo Peraturan Menteri Komunikasi dan Informatika Nomor 5 Tahun 2020 tentang Penyelenggara Sistem Elektronik Lingkup Privat.
@PlateJohnny 
https://t.co/3GUqX2LCbY",2022-07-26 14:22:38,1.359504856294117e+18,0,0,3,0,"This regulation is implemented by Indonesia @kemkominfo Regulation of the Minister of Communication and Information Number 5 of 2020 concerning the Organizer of the Private Electronic System.
@Platejohnny
https://t.co/3GUQX2LCBY",0.0,0.375
1.551935009354912e+18,1.551935009354912e+18,id,"Zoom, Amazon, LinkedIn, Alibaba dan eBay terancam tidak bisa di akses lagi di Indonesia, karena pihak pengelola platform tersebut, belum mendaftarkan PSE lingkup privat mereka ke kementerian Kominfo RI.semua produk layanan meta Indonesia dan Google Indonesia sudah terdaftar.",2022-07-26 14:18:34,9.800975597367214e+17,1,0,1,0,"Zoom, Amazon, LinkedIn, Alibaba and Ebay are threatened with no more accessed in Indonesia, because the platform manager has not registered their private scope to the Ministry of Communication and Information.",-0.125,0.4375
1.551934989608051e+18,1.551934989608051e+18,id,"Seluruh layanan Google, seperti YouTube, Gmail, Google Maps, Google Classroom, Play Store, dan lainnya tidak akan mengalami pemblokiran oleh @kemkominfo
@PlateJohnny 
https://t.co/taKE2kcA9Y",2022-07-26 14:18:29,1.359504856294117e+18,0,0,3,0,"All Google services, such as YouTube, Gmail, Google Maps, Google Classroom, Play Store, and others will not be blocking by @kemkominfo
@Platejohnny
https://t.co/take2kca9y",0.0,0.5
1.551916565746319e+18,1.551916565746319e+18,id,"Google akhirnya mendaftarkan diri sebagai Penyelenggara Sistem Elektronik (PSE) Lingkup Privat di @kemkominfo

@PlateJohnny
https://t.co/stYWLUKd1P",2022-07-26 13:05:17,1.255870456797651e+18,0,0,0,0,"Google finally registered as the organizer of the Private Electronic System (PSE) at @kemkominfo

@Platejohnny
https://t.co/stywlukd1p",0.0,0.6875
1.551916342215057e+18,1.551916342215057e+18,id,"https://t.co/UFTLNmAqX9 merupakan mesin pencari karya anak Indonesia. 

Geevv mesin pencari berbasis web sosial (Sosial Search Engine) yg bertujuan memberi dampak positif bagi masyarakat dunia.

@kemkominfo
@PlateJohnny
https://t.co/1AhrKzbu54",2022-07-26 13:04:23,1.255870456797651e+18,0,0,0,0,"https://t.co/uftlnmaqx9 is a search engine by Indonesian children.

Geevv Social Web -Based Search Engine (Social Search Engine) which aims to have a positive impact on the world community.

@kemkominfo
@Platejohnny
https://t.co/1ahrkzbu54",0.09797979797979799,0.2262626262626262
1.551882553879314e+18,1.551789332888961e+18,id,"@detikcom https://t.co/Vgrxp4amvu
Web amatiran... ancem2 blokir segala",2022-07-26 10:50:08,1.080657285842518e+18,0,0,0,0,"@detikcom https://t.co/vgrxp4amvu
Amateur web ... Anem2 Block Everything",-0.25,0.25
1.551876766608011e+18,1.551876766608011e+18,id,"Seandainya perusahan mesin pencarian terbesar di dunia yakni Google belum mendaftar hingga batas waktu yang ditentukan @kemkominfo , adakah penggantinya ?

@PlateJohnny

https://t.co/cWjQUAXaeP",2022-07-26 10:27:08,9.723578392796733e+17,0,0,0,0,"If the largest search engine company in the world, Google, has not registered until the specified time limit @kemkominfo, is there a substitute?

@Platejohnny

https://t.co/cwjquaxaep",0.0,0.0
1.551876469361906e+18,1.551876469361906e+18,id,"Google sudah mendaftar PSE. 
Dengan begitu , seluruh layanan Google seperti ; 
~ YouTube 
~ Gmail 
~ Google Maps 
~ Google Classroom 
~ Play Store dan lainnya tidak akan mengalami pemblokiran oleh @kemkominfo.

@PlateJohnny 
https://t.co/HR9UIbGKVr",2022-07-26 10:25:57,9.723578392796733e+17,0,0,0,0,"Google has registered PSE.
That way, all Google services such as;
~ YouTube
~ Gmail
~ Google Maps
~ Google Classroom
~ Play stores and others will not experience blocking by @kemkominfo.

@Platejohnny
https://t.co/hr9uibgkvr",0.0,0.5
1.551830857832288e+18,1.551830857832288e+18,id,"Bagaimana yaa  ?? 

Jika Google 
Jadi diblokir @kemkominfo 
Adakah penggantinya  ? 

@PlateJohnny 

https://t.co/yTLGqEwW1z https://t.co/QiPEOnLNut",2022-07-26 07:24:42,1.277903913446896e+18,0,0,0,0,"How about it ??

If Google
So blocked @kemkominfo
Is there a replacement?

@Platejohnny

https://t.co/yTLGqEwW1z https://t.co/QiPEOnLNut",0.0,0.0
1.551830711841083e+18,1.551830711841083e+18,id,"Yesss.. 
Google daftar PSE @kemkominfo

YouTube dan Gmail
Gak jadi diblokir deh.. ✌

@PlateJohnny 

https://t.co/yI7wld8aOj https://t.co/QjQnWYMx75",2022-07-26 07:24:07,1.277903913446896e+18,0,0,0,0,"Yesss ..
Google list pse @kemkominfo

Youtube and Gmail
Not blocked .. ✌

@Platejohnny

https://t.co/yi7wld8aoj https://t.co/qjqnwymx75",0.0,0.0
1.551814937336435e+18,1.551814937336435e+18,id,"Google akhirnya mendaftarkan diri sebagai Penyelenggara Sistem Elektronik (PSE) Lingkup Privat di Kementerian Komunikasi dan Informatika @kemkominfo. Pendaftaran dilakukan satu hari setelah tenggat pendaftaran PSE
@PlateJohnny
https://t.co/cFXwXu8v2O",2022-07-26 06:21:27,1.493955534185439e+18,0,0,0,0,"Google finally registered himself as the organizer of the electronic system (PSE) of the private scope of the Ministry of Communication and Information @kemkominfo. Registration is done one day after the PSE registration deadline
@Platejohnny
https://t.co/cfxwxu8v2o",0.0,0.6875
1.551814727055344e+18,1.551814727055344e+18,id,"Geevv (atau Geevv Search Engine) mesin pencari berbasis web sosial (Sosial Search Engine) yg bertujuan utk memberikan dampak positif bagi masyarakat dunia.
@kemkominfo
@PlateJohnny
https://t.co/s35K1O2jHe",2022-07-26 06:20:36,1.493955534185439e+18,0,0,0,0,"Geevv (or Geevv Search Engine) Social web -based search engine (Social Search Engine) which aims to have a positive impact on the world community.
@kemkominfo
@Platejohnny
https://t.co/s35k1o2jhe",0.09797979797979799,0.2262626262626262
1.551793171755311e+18,1.551793171755311e+18,id,"Jika Google Diblokir @kemkominfo, Adakah Penggantinya?

Azka Silmi ialah pegiat dan aktivis organisasi masyarakat memiliki inisiatif untuk mengembangkan potensi teknologi digital dalam menghadapi segala isu dan masalah sosial dan lingkungan. 
@PlateJohnny
https://t.co/1jmMJ9mGvj",2022-07-26 04:54:57,1.313731477050331e+18,0,0,1,0,"If Google is blocked @kemkominfo, is there a substitute?

Azka Silmi is an activist and activist community organization has an initiative to develop the potential of digital technology in dealing with all social and environmental issues and problems.
@Platejohnny
https://t.co/1JMMJ9MGVJ",0.01111111111111111,0.3555555555555556
1.5517927100841e+18,1.5517927100841e+18,id,"Jika Google Diblokir @kemkominfo, Adakah Penggantinya?

Geevv adalah mesin pencari web berbasis sosial (Sosial Search Engine) yang bertujuan untuk memberikan dampak positif bagi masyarakat dunia seputar masalah kesehatan, pendidikan, dan kemiskinan.

https://t.co/qczVp6gOVm",2022-07-26 04:53:07,1.16653212412124e+18,0,0,0,0,"If Google is blocked @kemkominfo, is there a substitute?

Geevv is a social -based web search engine (social search engine) that aims to have a positive impact on the world community around health, education and poverty problems.

https://t.co/QCZVP6GOVM",0.09797979797979799,0.2262626262626262
1.551792305438622e+18,1.551792305438622e+18,id,"Jika Google Diblokir @kemkominfo, Adakah Penggantinya?

Geevv mulai beroperasi menjadi layaknya mesin pencari web lainnya pada tanggal 28 September 2016, lalu meluncurkan aplikasi perdananya di Google Play Store pada tanggal 7 Januari 2017.
@PlateJohnny
https://t.co/Rehuz61T7Z",2022-07-26 04:51:31,39632516.0,0,0,0,0,"If Google is blocked @kemkominfo, is there a substitute?

Geevv began operating to be like other web search engines on September 28, 2016, then launched its inaugural application on the Google Play Store on January 7, 2017.
@Platejohnny
https://t.co/rehuz61t7z",-0.125,0.375
1.551791169998586e+18,1.551791169998586e+18,id,"Google Daftar PSE Kominfo, YouTube dan Gmail Aman Tak Diblokir

Dengan begitu, bisa diartikan seluruh layanan Google, seperti YouTube, Gmail, Google Maps, Google Classroom, Play Store, dan lainnya tidak akan mengalami pemblokiran @kemkominfo.
@PlateJohnny
https://t.co/6MKK81xkL9",2022-07-26 04:47:00,1.313731477050331e+18,0,0,1,0,"Google List PSE Kominfo, Youtube and Gmail Safe Not Blocked

That way, it can be interpreted by all Google services, such as YouTube, Gmail, Google Maps, Google Classroom, Play Store, and others will not block @kemkominfo.
@Platejohnny
https://t.co/6mkk81xkl9",0.25,0.5
1.551790815936381e+18,1.551790815936381e+18,id,"Google Daftar PSE @kemkominfo, YouTube dan Gmail Aman Tak Diblokir

Semuel Pangerapan dalam konferensi pers terpisah mengonfirmasi bahwa Google telah mendaftarkan empat platform tambahan selain Google Cloud dan Google Ads.
@PlateJohnny
https://t.co/xK9jWG6jIK",2022-07-26 04:45:36,1.16653212412124e+18,0,0,0,0,"Google List Pse @kemkominfo, YouTube and Gmail Safe Not Blocked

Semuel Pangepan in a separate press conference confirmed that Google has registered four additional platforms besides Google Cloud and Google Ads.
@Platejohnny
https://t.co/xk9jwg6jik",0.45,0.75
1.551790349844349e+18,1.551790349844349e+18,id,"Google Daftar PSE @kemkominfo, YouTube dan Gmail Aman Tak Diblokir

Google mendaftarkan empat platform tambahan selain Google Cloud dan (Google) Ads-nya. Sekarang, mereka mendaftarkan YouTube, Search Engine, Play Store, dan Google Maps,
@PlateJohnny
https://t.co/56e5uQlZ4p",2022-07-26 04:43:44,39632516.0,0,0,0,0,"Google List Pse @kemkominfo, YouTube and Gmail Safe Not Blocked

Google registered four additional platforms besides Google Cloud and (Google) Ads. Now, they register YouTube, Search Engine, Play Store, and Google Maps,
@Platejohnny
https://t.co/56e5uqlz4p",0.5,0.5
1.551749146456928e+18,1.551749146456928e+18,id,"Alhamdulillah, akhirnya Google mau juga menjunjung langit di mana dia berpijak dan saya lega karena memakai gmail di berbagai urusan.

@kemkominfo 
@PlateJohnny 

https://t.co/nX3DfqFmVc",2022-07-26 02:00:01,2542665199.0,7,3,17,0,"Alhamdulillah, finally Google wants to also uphold the sky where he stands and I am relieved because I use gmail in various matters.

@kemkominfo
@Platejohnny

https://t.co/nx3dfqfmvc",0.06666666666666667,0.5333333333333333
1.551746650862805e+18,1.551746650862805e+18,id,"Kamu pasti udah denger masalah Kominfo yang mengancam akan memblokir Google, Facebook, Whatsapp hingga Instagram kalau enggak mendaftar jadi PSE. 

Tapi, kenapa sih ini harus diramaikan? Emang apa sih masalahnya? Nah, berikut kami rangkumkan hal-hal yang perlu kamu ketahui. https://t.co/fUxfdLEril",2022-07-26 01:50:06,1521159020.0,7,1,18,0,"You must have heard the problem of the Communication and Information Technology that threatened to block Google, Facebook, WhatsApp to Instagram if you didn't register as a PSE.

But, why does this have to be enlivened? What's the problem? Well, here we summarize the things you need to know. https://t.co/fuxfdleril",0.0,0.0
1.551705248393114e+18,1.551253759967515e+18,id,"@wogopeks Cuman mau nyengir aja ... Kominfo yg kita semua tau itu sebuah lembaga negara ..yg mau gertak google, Twitter, meta dll 🤣🤣🤣🤣",2022-07-25 23:05:35,1.50950096660054e+18,0,0,0,0,"@wogopeks just want to grin ... the Communication and Information that we all know is a state institution ... who wants to bluff google, twitter, meta etc. 🤣🤣🤣🤣",0.2,0.1
1.551636306132103e+18,1.551636306132103e+18,id,"Masyarakat tdk perlu khawatir jika Google diblokir Kominfo. Msh ada https://t.co/YvE4yqz0yZ bisa menjadi solusi pengganti google.
Geevv ini karya anak bangsa.
@kemkominfo https://t.co/fq4v3xiNkr",2022-07-25 18:31:38,1.343825675682116e+18,0,1,0,0,"People don't need to worry if Google is blocked by the Ministry of Communication and Information. Still there is https://t.co/yve4yqz0yz can be a substitute solution for Google.
Geevv is the work of the nation's children.
@kemkominfo https://t.co/fq4v3xinkr",0.0,0.0
